_id;name;wikiUrl;race;birth;gender;death;hair;height;realm;spouse
5cd99d4bde30eff6ebccfc00;Arveleg I;http://lotr.wikia.com//wiki/Arveleg_I;Human;TA 1309;Male;TA 1409;;;Arnor,Arthedain;Unnamed wife
5cd99d4bde30eff6ebccfc01;Arveleg II;http://lotr.wikia.com//wiki/Arveleg_II;Human;TA 1633;Male;TA 1813;;;Arthedain,Arnor;Unnamed wife
5cd99d4bde30eff6ebccfc02;Argon;http://lotr.wikia.com//wiki/Argon;Elf;Years of the Trees;Male;YT 1500, or ,FA 1 ,Battle of the Lammoth;Possibly dark;Tall;;
5cd99d4bde30eff6ebccfc03;Argonui;http://lotr.wikia.com//wiki/Argonui;Human;TA 2757;Male;TA 2912;;;;Unnamed wife
5cd99d4bde30eff6ebccfc04;Argeleb II;http://lotr.wikia.com//wiki/Argeleb_II;Human;TA 1473;Male;TA 1670;;;Arthedain;Unnamed wife
5cd99d4bde30eff6ebccfc05;Atanatar II;http://lotr.wikia.com//wiki/Atanatar_II;Human;TA 977;Male;TA 1226;;;Gondor;Unnamed wife
5cd99d4bde30eff6ebccfc06;Atanalcar;http://lotr.wikia.com//wiki/Atanalcar;Human;After ,SA 61;Male;Early ,Second Age;;;;Possible unnamed wife
5cd99d4bde30eff6ebccfc07;Arwen;http://lotr.wikia.com//wiki/Arwen;Elf;TA 241;Female;FO 121;Black;;Reunited Kingdom;Aragorn II Elessar
5cd99d4bde30eff6ebccfc08;Azaghâl;http://lotr.wikia.com//wiki/Azagh%C3%A2l;Dwarf;FA 214;Male;FA 473;;;;
5cd99d4bde30eff6ebccfc09;Aulendil (Vardamir's son);http://lotr.wikia.com//wiki/Aulendil_(Vardamir%27s_son);Human;SA 213;Male;Early ,Second Age;;;;Unnamed wife
5cd99d4bde30eff6ebccfc0a;Angelica Baggins;http://lotr.wikia.com//wiki/Angelica_Baggins;Hobbit;TA 2981;Female;Early-,Fourth Age;Blonde;;;
5cd99d4bde30eff6ebccfc0b;Axantur;http://lotr.wikia.com//wiki/Axantur;Human;SA 395;Male;;;;;Unnamed wife
5cd99d4bde30eff6ebccfc0c;Balbo Baggins;http://lotr.wikia.com//wiki/Balbo_Baggins;Hobbit;TA 2767;Male;TA 2858;;;;Berylla (Boffin) Baggins
5cd99d4bde30eff6ebccfc0d;Atanatar I;http://lotr.wikia.com//wiki/Atanatar_I;Human;TA 480;Male;TA 748;;;Gondor;Unnamed wife
5cd99d4bde30eff6ebccfc0e;Belladonna (Took) Baggins;http://lotr.wikia.com//wiki/Belladonna_(Took)_Baggins;Hobbit;TA 2852;Female;TA 2934;Black;;;Bungo Baggins
5cd99d4bde30eff6ebccfc0f;Berylla (Boffin) Baggins;http://lotr.wikia.com//wiki/Berylla_(Boffin)_Baggins;Hobbit;TA 2772;Female;TA 2871;;;;Balbo Baggins
5cd99d4bde30eff6ebccfc10;Bungo Baggins;http://lotr.wikia.com//wiki/Bungo_Baggins;Hobbit;TA 2846;Male;TA 2926;;;;
5cd99d4bde30eff6ebccfc11;Dudo Baggins;http://lotr.wikia.com//wiki/Dudo_Baggins;Hobbit;TA 2911;Male;TA 3009;;;;Unnamed wife
5cd99d4bde30eff6ebccfc12;Laura (Grubb) Baggins;http://lotr.wikia.com//wiki/Laura_(Grubb)_Baggins;Hobbit;TA 2814;Female;TA 2916;;;;Mungo Baggins
5cd99d4bde30eff6ebccfc13;Fosco Baggins;http://lotr.wikia.com//wiki/Fosco_Baggins;Hobbit;TA 2864;male;TA 2960;;;;Ruby Bolger
5cd99d4bde30eff6ebccfc14;Drogo Baggins;http://lotr.wikia.com//wiki/Drogo_Baggins;Hobbit;TA 2908;Male;TA 2980;;;;Primula Brandybuck
5cd99d4bde30eff6ebccfc15;Frodo Baggins;http://lotr.wikia.com//wiki/Frodo_Baggins;Hobbit;22 September ,TA 2968;Male;Unknown (Last sighting ,September 29 ,3021,) (,SR 1421,);Brown;"1.06m (3'6"")";;
5cd99d4bde30eff6ebccfc16;Longo Baggins;http://lotr.wikia.com//wiki/Longo_Baggins;Hobbit;TA 2860;Male;TA 2950;;;;Camellia (Sackville) Baggins
5cd99d4bde30eff6ebccfc17;Mungo Baggins;http://lotr.wikia.com//wiki/Mungo_Baggins;Hobbit;TA 2807;Male;TA 2900;;;;Laura Grubb
5cd99d4bde30eff6ebccfc18;Peony (Baggins) Burrows;http://lotr.wikia.com//wiki/Peony_(Baggins)_Burrows;Hobbit;TA 2950;Female;;;;;Milo Burrows
5cd99d4bde30eff6ebccfc19;Ponto Baggins;http://lotr.wikia.com//wiki/Ponto_Baggins;Hobbit;TA 2816;Male;TA 2911;;;;Mimosa Bunce
5cd99d4bde30eff6ebccfc1a;Ponto Baggins II;http://lotr.wikia.com//wiki/Ponto_Baggins_II;Hobbit;TA 2946;Male;;;;;Unnamed wife
5cd99d4bde30eff6ebccfc1b;Balin;http://lotr.wikia.com//wiki/Balin;Dwarf;TA 2763;Male;TA 2994;White;;;
5cd99d4bde30eff6ebccfc1c;Baragund;http://lotr.wikia.com//wiki/Baragund;Human;FA 420;Male;FA 460;;;;Unnamed wife
5cd99d4bde30eff6ebccfc1d;Porto Baggins;http://lotr.wikia.com//wiki/Porto_Baggins;Hobbit;TA 2948;Male;;;;;
5cd99d4bde30eff6ebccfc1e;Baran;http://lotr.wikia.com//wiki/Baran;Human;FA 289;Male;FA 380;;;Estolad;Unnamed wife
5cd99d4bde30eff6ebccfc1f;Bain;http://lotr.wikia.com//wiki/Bain;Human;TA 2925;Male;TA 3007;Brown (film);"1.76m / 5'9"" (film)";Dale;Unnamed wife
5cd99d4bde30eff6ebccfc20;Baranor (Gondor);http://lotr.wikia.com//wiki/Baranor_(Gondor);Human;;;;;;;
5cd99d4bde30eff6ebccfc21;Bard;http://lotr.wikia.com//wiki/Bard;Human;TA 2898;Male;TA 2977;Black (films);;Dale;Unnamed wife
5cd99d4bde30eff6ebccfc22;Bard II;http://lotr.wikia.com//wiki/Bard_II;Human;TA 2985;Male;Early ,Fourth Age;;"6'2""";Dale,Lake-town;
5cd99d4bde30eff6ebccfc23;Beldir;http://lotr.wikia.com//wiki/Beldir;Human;FA 316;Male;;;;;Unnamed wife
5cd99d4bde30eff6ebccfc24;Beldis;http://lotr.wikia.com//wiki/Beldis;Human;Mid-,First Age;Female;;Brown;;;Handir
5cd99d4bde30eff6ebccfc25;Barahir;http://lotr.wikia.com//wiki/Barahir;Human;FA 402;Male;FA 460;Possibly dark;;;Emeldir
5cd99d4bde30eff6ebccfc26;Belecthor I;http://lotr.wikia.com//wiki/Belecthor_I;Human;TA 2545;Male;TA 2655;;;;Unnamed wife
5cd99d4bde30eff6ebccfc27;Beleg of Arnor;http://lotr.wikia.com//wiki/Beleg_of_Arnor;Human;TA 811;Male;TA 1029;;;Arnor,Arthedain;Unnamed wife
5cd99d4bde30eff6ebccfc28;Belegorn;http://lotr.wikia.com//wiki/Belegorn;Human;TA 2074;Male;TA 2204;;;;Unnamed wife
5cd99d4bde30eff6ebccfc29;Belegund;http://lotr.wikia.com//wiki/Belegund;Human;Late ,First Age;Male;FA 460;;;;Unnamed wife
5cd99d4bde30eff6ebccfc2a;Belemir;http://lotr.wikia.com//wiki/Belemir;Human;FA 339;Male;;;;;Adanel
5cd99d4bde30eff6ebccfc2b;Belen;http://lotr.wikia.com//wiki/Belen;Human;FA 292;Male;;;;;Unnamed wife
5cd99d4bde30eff6ebccfc2c;Beorn;http://lotr.wikia.com//wiki/Beorn;Human;;Male;Before the ,War of the Ring;Black;Tall;;
5cd99d4bde30eff6ebccfc2d;Bereg;http://lotr.wikia.com//wiki/Bereg;Human;FA 340;Male;;;;;
5cd99d4bde30eff6ebccfc2e;Beregond;http://lotr.wikia.com//wiki/Beregond;Human;TA 2700;Male;TA 2811;;;;Unnamed wife
5cd99d4bde30eff6ebccfc2f;Beregond (Captain);http://lotr.wikia.com//wiki/Beregond_(Captain);Human;TA 2976;Male;Fourth Age;;;;Unnamed wife
5cd99d4bde30eff6ebccfc30;Berelach;http://lotr.wikia.com//wiki/Berelach;Human;Early ,Fourth Age;Male;;;;;
5cd99d4bde30eff6ebccfc31;Beren;http://lotr.wikia.com//wiki/Beren;Human;FA 432;Male;FA 466;Dark;Tall;;Lúthien Tinúviel
5cd99d4bde30eff6ebccfc32;Baranor;http://lotr.wikia.com//wiki/Baranor;Human;FA 317;Male;;;;;Unnamed wife
5cd99d4bde30eff6ebccfc33;Beren (Steward);http://lotr.wikia.com//wiki/Beren_(Steward);Human;TA 2655;Male;TA 2763;;;;Unnamed wife
5cd99d4bde30eff6ebccfc34;Beren (Belemir's son);http://lotr.wikia.com//wiki/Beren_(Belemir%27s_son);Human;Mid ,First Age;Male;;;;;Unnamed wife
5cd99d4bde30eff6ebccfc35;Bergil;http://lotr.wikia.com//wiki/Bergil;Human;TA 3009;Male;;;;;
5cd99d4bde30eff6ebccfc36;Barahir (Steward);http://lotr.wikia.com//wiki/Barahir_(Steward);Human;TA 2290;Male;TA 2412;;;Gondor;Unnamed wife
5cd99d4bde30eff6ebccfc37;Bifur;http://lotr.wikia.com//wiki/Bifur;Dwarf;TA 2814;Male;UnknownFourth Age;Black/ Grey (film);"4'5"" (film)";;
5cd99d4bde30eff6ebccfc38;Bilbo Baggins;http://lotr.wikia.com//wiki/Bilbo_Baggins;Hobbit;22 September ,TA 2890;Male;Unknown (Last sighting 29 SeptemberTA 3021,) (,SR 1421,);Brown, later white;"1.25m (4'1"")";;
5cd99d4bde30eff6ebccfc39;Bladorthin;http://lotr.wikia.com//wiki/Bladorthin;Human;;Male;Late Third Age;;;Lake-town,Dale,Rhûn,Dorwinion;
5cd99d4bde30eff6ebccfc3a;Black Serpent;http://lotr.wikia.com//wiki/Black_Serpent;Human;Late ,Third Age;Male;March 15 ,3019;;;;
5cd99d4bde30eff6ebccfc3b;Blanco;http://lotr.wikia.com//wiki/Blanco;Hobbit;TA 1560;Male;Sometime after ,TA 1601;;;;
5cd99d4bde30eff6ebccfc3c;Belecthor II;http://lotr.wikia.com//wiki/Belecthor_II;Human;TA 2752;Male;TA 2872;;;;Unnamed wife
5cd99d4bde30eff6ebccfc3d;Bob;http://lotr.wikia.com//wiki/Bob;Hobbit;Late ,Third Age;Male;Early ,Fourth Age;;;;
5cd99d4bde30eff6ebccfc3e;Donnamira (Took) Boffin;http://lotr.wikia.com//wiki/Donnamira_(Took)_Boffin;Hobbit;TA 2856;Female;TA 2948;;;;Hugo Boffin
5cd99d4bde30eff6ebccfc3f;Daisy (Baggins) Boffin;http://lotr.wikia.com//wiki/Daisy_(Baggins)_Boffin;Hobbit;TA 2950;Female;;;;;Griffo Boffin
5cd99d4bde30eff6ebccfc40;Bosco Boffin;http://lotr.wikia.com//wiki/Bosco_Boffin;Hobbit;TA 2767;Male;TA 2858;;;;Unnamed wife
5cd99d4bde30eff6ebccfc41;Folco Boffin;http://lotr.wikia.com//wiki/Folco_Boffin;Hobbit;TA 2978;Male;Early ,Fourth Age;;;;
5cd99d4bde30eff6ebccfc42;Gerda (Boffin) Bolger;http://lotr.wikia.com//wiki/Gerda_(Boffin)_Bolger;Hobbit;TA 2904;Female;TA 3004;;;;Adalbert Bolger
5cd99d4bde30eff6ebccfc43;Griffo Boffin;http://lotr.wikia.com//wiki/Griffo_Boffin;Hobbit;TA 2946;Male;;;;;Daisy Baggins
5cd99d4bde30eff6ebccfc44;Hugo Boffin;http://lotr.wikia.com//wiki/Hugo_Boffin;Hobbit;TA 2854;Male;TA 2945;;;;Donnamira Took
5cd99d4bde30eff6ebccfc45;Ivy (Goodenough) Boffin;http://lotr.wikia.com//wiki/Ivy_(Goodenough)_Boffin;Hobbit;Late ,Third Age;Female;Late Third Age;;;;Buffo Boffin
5cd99d4bde30eff6ebccfc46;Basso Boffin;http://lotr.wikia.com//wiki/Basso_Boffin;Hobbit;TA 2769;Male;;;;;
5cd99d4bde30eff6ebccfc47;Otto Boffin;http://lotr.wikia.com//wiki/Otto_Boffin;Hobbit;TA 2812;Male;TA 2900;;;;Lavender Grubb
5cd99d4bde30eff6ebccfc48;Rollo Boffin;http://lotr.wikia.com//wiki/Rollo_Boffin;Hobbit;TA 2860;Male;;;;;Lavender Grubb
5cd99d4bde30eff6ebccfc49;Tosto Boffin;http://lotr.wikia.com//wiki/Tosto_Boffin;Hobbit;TA 2988;Male;Early-,Fourth Age;;;;
5cd99d4bde30eff6ebccfc4a;Vigo Boffin;http://lotr.wikia.com//wiki/Vigo_Boffin;Hobbit;;;;;;;
5cd99d4bde30eff6ebccfc4b;Druda Burrows Boffin;http://lotr.wikia.com//wiki/Druda_Burrows_Boffin;Hobbit;before ,TA 2860;Female;;;;;Rollo Boffin
5cd99d4bde30eff6ebccfc4c;Filibert Bolger;http://lotr.wikia.com//wiki/Filibert_Bolger;Hobbit;TA 2942;Male;FO 22;Brown (movie);;;Poppy Chubb-Baggins
5cd99d4bde30eff6ebccfc4d;Fredegar Bolger;http://lotr.wikia.com//wiki/Fredegar_Bolger;Hobbit;TA 2980;Male;Early ,Fourth Age;;;;unknown, possibly unmarried
5cd99d4bde30eff6ebccfc4e;Jessamine (Boffin) Bolger;http://lotr.wikia.com//wiki/Jessamine_(Boffin)_Bolger;Hobbit;TA 2897;Female;Late ,Third Age;;;;Herugar Bolger
5cd99d4bde30eff6ebccfc4f;Bofur;http://lotr.wikia.com//wiki/Bofur;Dwarf;TA 2843;Male;;Dark Brown (films);;;
5cd99d4bde30eff6ebccfc50;Odovacar Bolger;http://lotr.wikia.com//wiki/Odovacar_Bolger;Hobbit;TA 2935;Male;FO 10;;;;Rosamunda Took
5cd99d4bde30eff6ebccfc51;Rosamunda (Took) Bolger;http://lotr.wikia.com//wiki/Rosamunda_(Took)_Bolger;Hobbit;TA 2938;Female;;;;;Odovacar Bolger
5cd99d4bde30eff6ebccfc52;Jago Boffin;http://lotr.wikia.com//wiki/Jago_Boffin;Hobbit;TA 2894;Male;TA 2986;;;;Unnamed wife
5cd99d4bde30eff6ebccfc53;Buffo Boffin;http://lotr.wikia.com//wiki/Buffo_Boffin;Hobbit;Late ,Third Age;Male;Late ,Third Age;;;;Ivy Goodenough
5cd99d4bde30eff6ebccfc54;Bombur;http://lotr.wikia.com//wiki/Bombur;Dwarf;TA 2834;Male;;Ginger;;;
5cd99d4bde30eff6ebccfc55;Borlad;http://lotr.wikia.com//wiki/Borlad;Human;Late ,First Age;Male;FA 473;;;;Unnamed wife
5cd99d4bde30eff6ebccfc56;Borlas;http://lotr.wikia.com//wiki/Borlas;Human;TA 3011;Male;;;;;Unnamed wife
5cd99d4bde30eff6ebccfc57;Boromir;http://lotr.wikia.com//wiki/Boromir;Human;TA 2978;Male;February 26 ,3019;Dark (book) Light brown (movie);;;
5cd99d4bde30eff6ebccfc58;Boromir (House of Bëor);http://lotr.wikia.com//wiki/Boromir_(House_of_B%C3%ABor);Human;FA 338;Male;FA 432;;;;Unnamed wife
5cd99d4bde30eff6ebccfc59;Boromir (Steward);http://lotr.wikia.com//wiki/Boromir_(Steward);Human;TA 2410;Male;TA 2489;;;;Unnamed wife
5cd99d4bde30eff6ebccfc5a;Wilibald Bolger;http://lotr.wikia.com//wiki/Wilibald_Bolger;Hobbit;TA 2904;Male;TA 3000;;;;Prisca Baggins
5cd99d4bde30eff6ebccfc5b;Borondir;http://lotr.wikia.com//wiki/Borondir;Human;Late ,Third Age;Male;April 15 ,2510;;;;
5cd99d4bde30eff6ebccfc5c;Borthand;http://lotr.wikia.com//wiki/Borthand;Human;Late ,First Age;Male;FA 473;;;;
5cd99d4bde30eff6ebccfc5d;Blanco Bracegirdle;http://lotr.wikia.com//wiki/Blanco_Bracegirdle;Hobbit;TA 2865;Male;;;;;Primrose Boffin
5cd99d4bde30eff6ebccfc5e;Bruno Bracegirdle;http://lotr.wikia.com//wiki/Bruno_Bracegirdle;Hobbit;TA 2913;Male;TA 3010;;;;Unnamed wife
5cd99d4bde30eff6ebccfc5f;Primrose Bracegirdle;http://lotr.wikia.com//wiki/Primrose_Bracegirdle;Hobbit;TA 2865;Female;;;;;Blanco Bracegirdle
5cd99d4bde30eff6ebccfc60;Brand;http://lotr.wikia.com//wiki/Brand;Human;TA 2957;Male;March 17 ,3019;;;Dale,Laketown;Unnamed wife
5cd99d4bde30eff6ebccfc61;Brandir;http://lotr.wikia.com//wiki/Brandir;Human;First Age;;FA 499;;;;
5cd99d4bde30eff6ebccfc62;Adaldrida (Bolger) Brandybuck;http://lotr.wikia.com//wiki/Adaldrida_(Bolger)_Brandybuck;Hobbit;TA 2818;Female;;;;;Marmadoc Brandybuck
5cd99d4bde30eff6ebccfc63;Amaranth Brandybuck;http://lotr.wikia.com//wiki/Amaranth_Brandybuck;Hobbit;TA 2904;Female;TA 2998;;;;
5cd99d4bde30eff6ebccfc64;Borlach;http://lotr.wikia.com//wiki/Borlach;Human;Late ,First Age;Male;FA 473;;;;
5cd99d4bde30eff6ebccfc65;Esmeralda Brandybuck;http://lotr.wikia.com//wiki/Esmeralda_Brandybuck;Hobbit;TA 2936;Female;;;;;Saradoc Brandybuck
